SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,108 Cicada Pl,Apex,NC,27539,539000,5,4.5,Woodcreek,3617,6534,2012,14,149,75,Active,,,http://www.redfin.com/NC/APEX/108-CICADA-PL-27539/home/45437068,TMLS,2400367,N,Y,35.66617,-78.815603
MLS Listing,,Single Family Residential,126 Larkspur Cir,Durham,NC,27713,494900,4,2.5,Parkwood,1885,12196,1966,14,263,21,Pre On-Market,,,http://www.redfin.com/NC/Durham/126-Larkspur-Cir-27713/home/43557854,TMLS,2400361,N,Y,35.8871646,-78.9087341
MLS Listing,,Single Family Residential,2713 Coxindale Dr,Raleigh,NC,27615,480000,4,3.5,Alyson Pond,3073,10018,1992,14,156,51,Active,,,http://www.redfin.com/NC/Raleigh/2713-Coxindale-Dr-27615/home/41194346,TMLS,2400360,N,Y,35.8938218,-78.5947157
MLS Listing,,Single Family Residential,206 Tanglewood Dr,Louisburg,NC,27549,215000,3,2.0,Shannon Village,1838,11761,1957,14,117,,Active,,,http://www.redfin.com/NC/Louisburg/206-Tanglewood-Dr-27549/home/44300387,TMLS,2400359,N,Y,36.095432,-78.2918584
MLS Listing,,Single Family Residential,10917 Bexhill Dr,Cary,NC,27518-1512,465000,3,2.5,Windsor Oaks,2507,12196,1985,14,185,22,Pre On-Market,,,http://www.redfin.com/NC/Cary/10917-Bexhill-Dr-27518/home/41157000,TMLS,2400355,N,Y,35.7132627,-78.7973125
MLS Listing,,Vacant Land,1315 Shepard School Rd,Zebulon,NC,27597,500000,,,Wake,,37897,,14,,,Active,,,http://www.redfin.com/NC/Zebulon/1315-Shepard-School-Rd-27597/home/41226375,TMLS,2400353,N,Y,35.8382906,-78.3150295
MLS Listing,,Single Family Residential,1143 Coram Fields Rd,Wake Forest,NC,27587,449000,4,2.5,Twin Creeks,2776,10018,2006,14,162,,Active,,,http://www.redfin.com/NC/Wake-Forest/1143-Coram-Fields-Rd-27587/home/41262944,TMLS,2400352,N,Y,36.0035153,-78.5040948
MLS Listing,,Single Family Residential,7121 Turner Creek Rd,Cary,NC,27519,450000,3,3.5,Wake,3000,266151,1980,14,150,,Pre On-Market,,,http://www.redfin.com/NC/Cary/7121-Turner-Creek-Rd-27519/home/41139248,TMLS,2400350,N,Y,35.7740818,-78.884196
MLS Listing,,Single Family Residential,926 Patton Cir,Henderson,NC,27536,159900,3,1.5,Vance,1161,11325,1968,14,138,,Active,,,http://www.redfin.com/NC/Henderson/926-Patton-Cir-27536/home/44514941,TMLS,2400344,N,Y,36.3268701,-78.3844227
MLS Listing,,Single Family Residential,2900 Woodslope Dr,Raleigh,NC,27610,505000,3,2.5,Wake,3260,28749,1999,14,155,18,Active,,,http://www.redfin.com/NC/Raleigh/2900-Woodslope-Dr-27610/home/41221516,TMLS,2400342,N,Y,35.7285668,-78.5223586
MLS Listing,,Single Family Residential,1102 N Greensboro St,Carrboro,NC,27510,325000,3,1.0,Orange,1077,18730,1957,14,302,,Active,,,http://www.redfin.com/NC/Carrboro/1102-N-Greensboro-St-27510/home/44388918,TMLS,2400341,N,Y,35.9190164,-79.0768849
MLS Listing,,Single Family Residential,1108 Chamberwell Ave,Wake Forest,NC,27587,467000,5,3.0,Richland Hills,3434,10454,2007,14,136,44,Pre On-Market,,,http://www.redfin.com/NC/Wake-Forest/1108-Chamberwell-Ave-27587/home/41315433,TMLS,2400331,N,Y,36.0082534,-78.5103622
MLS Listing,,Townhouse,1003 Falling Rock Pl,Durham,NC,27703,475579,4,3.5,Durham,2227,1742,2021,14,214,176,Active,,,http://www.redfin.com/NC/Durham/1003-Falling-Rock-Pl-27703/home/176018401,TMLS,2400327,N,Y,35.924728,-78.772949
MLS Listing,,Single Family Residential,801 Garrison Ave,Clayton,NC,27520,235000,3,2.0,Garrison,1214,11325,1999,14,194,6,Active,,,http://www.redfin.com/NC/Clayton/801-Garrison-Ave-27520/home/43709593,TMLS,2400318,N,Y,35.6472822,-78.4786798
MLS Listing,,Single Family Residential,8501 Shadow Wood Pl,Raleigh,NC,27613-4213,399900,3,2.0,Springdale Estates,2078,27442,1974,14,192,13,Active,,,http://www.redfin.com/NC/Raleigh/8501-Shadow-Wood-Pl-27613/home/41121388,TMLS,2400307,N,Y,35.8925343,-78.7148261
MLS Listing,,Single Family Residential,428 Beverly Pl,Four Oaks,NC,27524,349540,3,2.5,Johnston,1857,25264,2021,14,188,60,Active,,,http://www.redfin.com/NC/FOUR-OAKS/428-BEVERLY-PL-27524/home/173480548,TMLS,2400291,N,Y,35.50285,-78.525492
MLS Listing,,Single Family Residential,404 Cricketfield Ln,Cary,NC,27518,545000,5,2.5,Coventry Woods,2870,10890,1996,14,190,15,Active,,,http://www.redfin.com/NC/Cary/404-Cricketfield-Ln-27518/home/41224171,TMLS,2400290,N,Y,35.7420867,-78.7504325
MLS Listing,,Single Family Residential,6717 Rouse Rd,Holly Springs,NC,27540,738651,5,2.5,Wake,4047,30012,2022,14,183,,Active,,,http://www.redfin.com/NC/Holly-Springs/6717-Rouse-Rd-27540/home/142953253,TMLS,2400289,N,Y,35.6146442,-78.8613322
MLS Listing,,Condo/Co-op,500 Umstead Dr Unit 307 BLDG F,Chapel Hill,NC,27516,159900,3,2.0,Bolinwood Condominiums,1152,,1972,14,139,234,Active,,,http://www.redfin.com/NC/Chapel-Hill/500-Umstead-Dr-27516/unit-307/home/44416915,TMLS,2400285,N,Y,35.924005,-79.06567
MLS Listing,,Single Family Residential,6527 Guard Hill Dr,Raleigh,NC,27610,380000,4,2.5,Battle Ridge North,2215,6534,2006,14,172,13,Active,,,http://www.redfin.com/NC/Raleigh/6527-Guard-Hill-Dr-27610/home/41302174,TMLS,2400281,N,Y,35.7372092,-78.5316779
MLS Listing,,Single Family Residential,416 Riggsbee Farm Dr,Cary,NC,27519-7377,709000,5,3.0,Riggsbee Farm,3600,13503,2002,14,197,55,Pre On-Market,,,http://www.redfin.com/NC/Cary/416-Riggsbee-Farm-Dr-27519/home/41221453,TMLS,2400275,N,Y,35.7955648,-78.8558921
MLS Listing,,Single Family Residential,7740 Silver View Ln,Raleigh,NC,27613,660000,5,3.5,Long Lake,4419,10018,2003,14,149,68,Active,,,http://www.redfin.com/NC/Raleigh/7740-Silver-View-Ln-27613/home/41287295,TMLS,2400257,N,Y,35.8855632,-78.7312349
MLS Listing,,Single Family Residential,4100 Alpine Clover Dr,Wake Forest,NC,27587,550000,3,3.0,Run,3277,15681,2013,14,168,30,Active,,,http://www.redfin.com/NC/Wake-Forest/4100-Alpine-Clover-Dr-27587/home/44531137,TMLS,2400253,N,Y,35.9369323,-78.4893349
MLS Listing,,Single Family Residential,44 Waterclover Path,Youngsville,NC,27596,395364,3,2.0,Winston Ridge,2050,8145,2021,14,193,46,Active,,,http://www.redfin.com/NC/Youngsville/44-Waterclover-PATH-27596/home/176014496,TMLS,2400252,N,Y,36.0157148407368,-78.459
MLS Listing,,Single Family Residential,6502 Crown Pkwy #73,Durham,NC,27703,625900,3,3.0,Durham,2347,7013,2015,14,267,241,Active,,,http://www.redfin.com/NC/Durham/6502-Crown-Pkwy-27703/unit-73/home/169569396,TMLS,2400244,N,Y,35.8989878,-78.8278455
MLS Listing,,Single Family Residential,722 Valley Rd,Sanford,NC,27330,584000,5,4.5,Westlake Valley,4122,155073,1996,14,142,,Active,,,http://www.redfin.com/NC/Sanford/722-Valley-Rd-27330/home/132311605,TMLS,2400241,N,Y,35.5040345,-79.225664
MLS Listing,,Single Family Residential,108 Iron Ledge Ct,Holly Springs,NC,27540,899900,5,4.5,The Estates,3966,36154,2021,14,227,82,Active,,,http://www.redfin.com/NC/Holly-Springs/108-Iron-Ledge-CT-Unknown/home/176013592,TMLS,2400239,N,Y,35.6286323639295,-78.8965982940748
MLS Listing,,Condo/Co-op,814 Providence Gln #814,Chapel Hill,NC,27514-6999,300000,3,2.0,Providence Glen,1487,,2006,14,202,352,Active,,,http://www.redfin.com/NC/Chapel-Hill/814-Providence-Glen-Dr-27514/unit-814/home/176013303,TMLS,2400236,N,Y,35.9498067,-79.0102789
MLS Listing,,Single Family Residential,710 Locust Dr,Durham,NC,27703,324900,3,2.0,Lynn Road,1395,15507,1956,14,233,,Active,,,http://www.redfin.com/NC/Durham/710-Locust-Dr-27703/home/43601980,TMLS,2400228,N,Y,35.9773729,-78.8442143
MLS Listing,,Single Family Residential,1104 Kingwood Dr,Raleigh,NC,27609-4608,489900,4,3.0,Fairfax Hills,2995,20037,1964,14,164,,Active,August-21-2021 10:00 AM,August-21-2021 01:00 PM,http://www.redfin.com/NC/Raleigh/1104-Kingwood-Dr-27609/home/41104874,TMLS,2400226,N,Y,35.857025,-78.6226066
MLS Listing,,Single Family Residential,302 27th St,Butner,NC,27509,275000,3,2.0,Granville,1439,19166,1976,14,191,,Active,,,http://www.redfin.com/NC/Butner/302-27th-St-27509/home/40986701,TMLS,2400222,N,Y,36.1438696,-78.7423735
MLS Listing,,Single Family Residential,1312 Diehl St,Raleigh,NC,27608-2110,949900,5,3.5,Hayes Barton,3933,12196,1960,14,242,,Active,,,http://www.redfin.com/NC/Raleigh/1312-Diehl-St-27608/home/41097596,TMLS,2400220,N,Y,35.8003235,-78.6564731
MLS Listing,,Vacant Land,711 Ford Rd,Chapel Hill,NC,27516,750000,,,Orange,,1267160,,14,,,Active,,,http://www.redfin.com/NC/Chapel-Hill/711-Ford-Rd-27516/home/44386242,TMLS,2400215,N,Y,35.884884,-79.181459
MLS Listing,,Vacant Land,90 Golfers Vw,Pittsboro,NC,27312,134800,,,Chapel Ridge,,21780,,14,,875,Active,,,http://www.redfin.com/NC/Pittsboro/90-Golfers-Vw-27312/home/41368905,TMLS,2400206,N,Y,35.790124,-79.219458
MLS Listing,,Single Family Residential,5732 Clovis Ridge Dr,Wake Forest,NC,27587,875000,4,4.0,Barham Place,5780,58806,2008,14,151,46,Active,,,http://www.redfin.com/NC/Wake-Forest/5732-Clovis-Ridge-Dr-27587/home/41360785,TMLS,2400208,N,Y,35.9433956,-78.401175
MLS Listing,,Single Family Residential,601 E Second St,Kenly,NC,27542,299900,4,3.0,Johnston,2927,29185,1951,14,102,,Active,August-21-2021 01:00 PM,August-21-2021 02:00 PM,http://www.redfin.com/NC/Kenly/601-E-2nd-St-27542/home/43723772,TMLS,2400193,N,Y,35.5874282,-78.1172883
MLS Listing,,Vacant Land,0 Davis Rd,Chapel Hill,NC,27278,199900,,,,,,,14,,,Active,,,http://www.redfin.com/NC/Hillsborough/200-Davis-Rd-27278/home/176008698,Triad MLS,1037411,N,Y,36.028773,-79.101604
MLS Listing,,Single Family Residential,45 Leaf Springs Way,Youngsville,NC,27596,279900,3,2.0,Oak Park,1954,10410,2007,14,143,30,Pre On-Market,,,http://www.redfin.com/NC/Youngsville/45-Leaf-Spring-Way-27596/home/44302519,TMLS,2400182,N,Y,36.068586,-78.4527922
MLS Listing,,Single Family Residential,2396 Bynum Ridge Rd,Pittsboro,NC,27312,235000,3,1.5,Chatham,1350,23958,1974,14,174,,Active,,,http://www.redfin.com/NC/Pittsboro/2396-Bynum-Ridge-Rd-27312/home/44535167,TMLS,2400180,N,Y,35.7695742,-79.0941383
MLS Listing,,Single Family Residential,413 Devlin Pl,Durham,NC,27707,215000,2,1.0,Breckenridge,954,3789,1989,14,225,135,Active,,,http://www.redfin.com/NC/Durham/413-Devlin-Pl-27707/home/43539701,TMLS,2400174,N,Y,35.958728,-78.9306584
MLS Listing,,Single Family Residential,2916 Shepard School Rd,Zebulon,NC,27597,969900,4,4.5,Wake,5173,282704,2001,14,187,,Active,,,http://www.redfin.com/NC/Zebulon/2916-Shepard-School-Rd-27597/home/41297358,TMLS,2400172,N,Y,35.8670125,-78.289034
MLS Listing,,Vacant Land,Lot 48 Smith St Lot 48 Lincoln Heights,Clayton,NC,27520,69000,,,Lincoln Heights,,6316,,14,,,Active,,,http://www.redfin.com/NC/Clayton/Lot-48-N-Smith-St-27520/unit-48-Lincoln-Heights/home/176006556,TMLS,2400171,N,Y,35.6498971675654,-78.4516735419006
MLS Listing,,Vacant Land,Lot 47 Smith St Lot 47 Lincoln Heights,Clayton,NC,27520,69000,,,Lincoln Heights,,6316,,14,,,Active,,,http://www.redfin.com/NC/Clayton/Lot-47-Smith-ST-27520/unit-47-Lincoln-Heights/home/176006555,TMLS,2400170,N,Y,35.649817209529,-78.4518194339313
MLS Listing,,Vacant Land,88 Priscilla Ln,Fuquay Varina,NC,27526,60000,,,Hectors Creek,,57063,,14,,,Active,,,http://www.redfin.com/NC/Fuquay-Varina/88-Priscilla-Ln-27526/home/130180935,TMLS,2400168,N,Y,35.5361329,-78.845004
MLS Listing,,Single Family Residential,1123 Ivy Ln,Cary,NC,27511,399000,3,2.0,Ivy Meadows,1247,11325,1972,14,320,,Active,,,http://www.redfin.com/NC/Cary/1123-Ivy-Ln-27511/home/41098463,TMLS,2400164,N,Y,35.7716652,-78.7564542
MLS Listing,,Vacant Land,626 W Webb Ave,Burlington,NC,27215,35000,,,Alamance,,8276,,14,,,Active,,,http://www.redfin.com/NC/Burlington/626-W-Webb-Ave-27217/home/162787721,TMLS,2400161,N,Y,36.100627,-79.442703
MLS Listing,,Single Family Residential,200 Peggy Ct,Raleigh,NC,27603,435000,4,2.5,Waverly Pointe,2928,35283,2001,15,149,,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/200-Peggy-Ct-27603/home/43704476,TMLS,2400152,N,Y,35.5797622,-78.624912
MLS Listing,,Single Family Residential,536 John Mann Rd,Louisburg,NC,27549,599000,3,3.0,Franklin,2040,316245,2001,15,294,,Active,,,http://www.redfin.com/NC/Louisburg/536-John-Mann-Rd-27549/home/44290682,TMLS,2400149,N,Y,35.983234,-78.1932695
MLS Listing,,Single Family Residential,209 Adams Ct,Clayton,NC,27520,495000,4,3.5,White Oak Ridge,2959,52272,1996,15,167,,Active,,,http://www.redfin.com/NC/Clayton/209-Adams-Ct-27520/home/43696553,TMLS,2400148,N,Y,35.635851,-78.5253764
MLS Listing,,Single Family Residential,2041 Queen Charlotte Pl,Raleigh,NC,27610,325000,3,2.5,Kings Grant,1711,30056,1994,15,190,,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/2041-Queen-Charlotte-Pl-27610/home/41167647,TMLS,2400145,N,Y,35.7251246,-78.4566113
MLS Listing,,Single Family Residential,106 Pastures Trl,Franklinton,NC,27525,675000,4,3.5,North Pastures,3316,235224,1999,15,204,42,Pre On-Market,,,http://www.redfin.com/NC/Franklinton/106-N-Pastures-Trl-27525/home/44298145,TMLS,2400143,N,Y,36.0511394,-78.4399791
MLS Listing,,Single Family Residential,108 St Lenville Dr,Cary,NC,27518,724800,4,2.5,Camden Forest,3611,19166,1995,15,201,21,Active,,,http://www.redfin.com/NC/Cary/108-St-Lenville-Dr-27518/home/41203346,TMLS,2400138,N,Y,35.7344946,-78.7489713
MLS Listing,,Single Family Residential,194 Golfers Vw,Pittsboro,NC,27312,925000,5,4.5,Chapel Ridge,5100,21344,2007,15,181,73,Active,,,http://www.redfin.com/NC/Pittsboro/194-Golfers-Vw-27312/home/41384717,TMLS,2400133,N,Y,35.7919896,-79.2181953
MLS Listing,,Single Family Residential,89 S Creekcrest Ct,Angier,NC,27501,550000,3,3.5,Black Creek,2200,74052,2013,15,250,,Active,,,http://www.redfin.com/NC/Angier/89-S-Creekcrest-Ct-27501/home/44551490,TMLS,2400120,N,Y,35.5024166,-78.6206558
MLS Listing,,Townhouse,6539 Hearthstone Dr,Raleigh,NC,27615,224900,3,2.5,Bent Creek,1415,1742,1983,15,159,175,Active,,,http://www.redfin.com/NC/Raleigh/6539-Hearthstone-Dr-27615/home/41146631,TMLS,2400117,N,Y,35.8714387,-78.64711
MLS Listing,,Townhouse,510 Garner Townes Ln,Garner,NC,27529,250000,3,2.5,Garner Townes,1529,1306,1974,15,164,125,Active,,,http://www.redfin.com/NC/Garner/510-Garner-Townes-Ln-27529/home/41126641,TMLS,2400116,N,Y,35.7077297,-78.6267186
MLS Listing,,Single Family Residential,704 Shepherd St,Durham,NC,27701,595000,5,3.0,Morehead Hills,3447,7840,1921,15,173,,Active,,,http://www.redfin.com/NC/Durham/704-Shepherd-St-27701/home/43529125,TMLS,2400110,N,Y,35.9951759,-78.9133757
MLS Listing,,Single Family Residential,2438 Richard Ln,Hillsborough,NC,27278,1295000,3,2.0,Orange,1575,1620432,1927,15,822,,Active,,,http://www.redfin.com/NC/Hillsborough/2438-Richard-Ln-27278/home/44406336,TMLS,2400109,N,Y,36.1499758,-79.0060415
MLS Listing,,Single Family Residential,5016 Odell King Rd,Burlington,NC,27217,294900,3,2.0,Whispering Pines,1675,43560,2021,15,176,,Active,,,http://www.redfin.com/NC/Burlington/5016-Odell-King-Rd-27217/home/175988446,TMLS,2400105,N,Y,36.233553,-79.3307009
MLS Listing,,Single Family Residential,90001 Hoey,Chapel Hill,NC,27517,825000,3,2.5,Governors Club,3853,53143,1998,15,214,288,Active,,,http://www.redfin.com/NC/Chapel-Hill/90001-Hoey-27517/home/41380534,TMLS,2400101,N,Y,35.8369647,-79.0517494
MLS Listing,,Single Family Residential,19 Brazos Ct,Zebulon,NC,27597,323900,3,2.5,Riverside,1751,22215,2021,15,185,25,Active,August-21-2021 10:00 AM,August-21-2021 12:00 PM,http://www.redfin.com/NC/Zebulon/19-Brazos-CT-27597/home/175988205,TMLS,2400100,N,Y,35.7668159239632,-78.2971521057129
MLS Listing,,Single Family Residential,3 Red Bluff Ct,Durham,NC,27713,340000,3,2.5,Durham,1459,6969,1995,15,233,29,Active,,,http://www.redfin.com/NC/Durham/3-Red-Bluff-Ct-27713/home/43555558,TMLS,2400096,N,Y,35.921098,-78.9146577
MLS Listing,,Vacant Land,1538 Nc 98 Hwy,Spring Hope,NC,27822,300000,,,Franklin,,1093791,,15,,,Active,,,http://www.redfin.com/NC/Spring-Hope/1538-N-Carolina-98-27882/home/175800882,TMLS,2400083,N,Y,35.929452,-78.197881
MLS Listing,,Single Family Residential,9801 Whiteclay Ct,Raleigh,NC,27617-7902,360000,4,2.0,Pemberton,1913,7840,1996,15,188,,Active,,,http://www.redfin.com/NC/Raleigh/9801-Whiteclay-Ct-27617/home/41218894,TMLS,2400084,N,Y,35.9064282,-78.7295087
MLS Listing,,Single Family Residential,112 Sierra Dr,Chapel Hill,NC,27514-1454,735000,4,3.5,Chesley,3870,20037,1992,15,190,15,Active,,,http://www.redfin.com/NC/Chapel-Hill/112-Sierra-Dr-27514/home/44406830,TMLS,2400075,N,Y,35.9575703,-79.0284618
MLS Listing,,Condo/Co-op,239 Summerwalk Cir #239,Chapel Hill,NC,27517,199000,2,2.0,Finley Forest Condos,951,,1985,15,209,189,Active,,,http://www.redfin.com/NC/Chapel-Hill/239-Summerwalk-Cir-27517/unit-239/home/175987144,TMLS,2400069,N,Y,35.8968628,-79.0103524
MLS Listing,,Single Family Residential,52 Dogwood Acres Dr,Chapel Hill,NC,27516,1190000,6,5.5,Dogwood Acres,6424,72309,1965,15,185,,Active,,,http://www.redfin.com/NC/Chapel-Hill/52-Dogwood-Acres-Dr-27516/home/44410819,TMLS,2400060,N,Y,35.8801463,-79.0756713
MLS Listing,,Townhouse,313 Monarda Way,Hillsborough,NC,27278,326900,3,2.5,Wtrstone,1727,1742,2016,15,189,180,Active,,,http://www.redfin.com/NC/Hillsborough/313-Monarda-Way-27278/home/113961348,TMLS,2400044,N,Y,36.0463183,-79.091745
MLS Listing,,Townhouse,410 Alamosa Pl,Cary,NC,27519,544700,5,3.5,Green Hope Crossing,3036,3484,2015,15,179,121,Active,,,http://www.redfin.com/NC/Cary/410-Alamosa-Pl-27519/home/103508029,TMLS,2400042,N,Y,35.7994224,-78.8892003
MLS Listing,,Single Family Residential,6800 Blazing Sunset Trl,Wake Forest,NC,27587,775000,4,4.0,Sunset Manor,4344,97138,2012,15,178,41,Active,August-21-2021 12:00 PM,August-21-2021 02:00 PM,http://www.redfin.com/NC/Wake-Forest/6800-Blazing-Sunset-Trl-27587/home/44516443,TMLS,2400039,N,Y,35.901063,-78.4403122
MLS Listing,,Vacant Land,1462 Mebane Oaks Rd,Mebane,NC,27302,4250000,,,Alamance,,1182218,,15,,,Active,,,http://www.redfin.com/NC/Mebane/1462-Mebane-Oaks-Rd-27302/home/114263364,TMLS,2400036,N,Y,36.064133,-79.266174
MLS Listing,,Single Family Residential,202 Rio Grande Ln,Willow Spring(s),NC,27592,363061,3,2.0,Johnston,1773,24959,2021,15,205,65,Active,,,http://www.redfin.com/NC/Unknown/202-Gloria-Grande-Ct-27592/home/175985529,TMLS,2400033,N,Y,35.543983,-78.667265
MLS Listing,,Single Family Residential,1115 Mt Willing Rd,Hillsborough,NC,27243,799000,3,3.5,Orange,4769,1552478,1988,15,168,,Active,,,http://www.redfin.com/NC/Efland/1115-Mt-Willing-Rd-27243/home/44397587,TMLS,2400018,N,Y,36.0601313,-79.1774426
MLS Listing,,Single Family Residential,12771 Cleveland Rd,Garner,NC,27529,300000,3,2.5,Johnston,1680,33976,1986,15,179,,Active,,,http://www.redfin.com/NC/Garner/12771-Cleveland-Rd-27529/home/43698008,TMLS,2400013,N,Y,35.6058425,-78.5740401
MLS Listing,,Single Family Residential,616 Purdue St,Raleigh,NC,27609,500000,4,2.0,Lakemont,1811,11325,1965,15,276,,Active,,,http://www.redfin.com/NC/Raleigh/616-Purdue-St-27609/home/41093514,TMLS,2400012,N,Y,35.8490289,-78.6262642
MLS Listing,,Vacant Land,44 Barn Owl Ln,Pittsboro,NC,27312,115000,,,Chapel Ridge,,18295,,15,,,Active,,,http://www.redfin.com/NC/Pittsboro/44-Barn-Owl-27312/home/41384171,TMLS,2399998,N,Y,35.79001,-79.216219
MLS Listing,,Single Family Residential,109 Raiford Ct,Durham,NC,27703,435000,3,3.0,Carolina Arbors,2002,4922,2016,15,217,201,Active,,,http://www.redfin.com/NC/Durham/109-Raiford-Ct-27703/home/105299234,TMLS,2400002,N,Y,35.9354406,-78.7867164
MLS Listing,,Townhouse,1005 Falling Rock Pl,Durham,NC,27703,464189,4,3.5,Durham,2227,1742,2021,15,208,176,Active,,,http://www.redfin.com/NC/Durham/1005-Falling-Rock-Pl-27703/home/175983400,TMLS,2399996,N,Y,35.924635,-78.772961
MLS Listing,,Vacant Land,01 Roxboro Rd,Oxford,NC,27565,2500000,,,Granville,,18992160,,15,,,Active,,,http://www.redfin.com/NC/Oxford/01-Roxboro-Rd-27565/home/175982619,TMLS,2399986,N,Y,36.336260769991,-78.801348746109
MLS Listing,,Single Family Residential,3305 Bearskin Ct,Raleigh,NC,27606,365000,4,3.0,Hunter Crossing,1363,23522,1983,15,268,,Active,,,http://www.redfin.com/NC/Raleigh/3305-Bearskin-Ct-27606/home/41145751,TMLS,2399985,N,Y,35.7726974,-78.695246
MLS Listing,,Vacant Land,0 Pender Dr,Efland,NC,27243,240000,,,Orange,,436035,,15,,,Active,,,http://www.redfin.com/NC/Efland/4519-Pender-Dr-27243/home/44400853,TMLS,2399969,N,Y,36.0483305,-79.1928289
MLS Listing,,Single Family Residential,8402 Mckee Rd,Rougemont,NC,27572,375000,4,2.0,Country Manor,1745,246114,1990,15,215,,Pre On-Market,,,http://www.redfin.com/NC/Rougemont/8402-McKee-Rd-27572/home/44389267,TMLS,2399960,N,Y,36.2063564,-78.9666725
MLS Listing,,Single Family Residential,2647 Jordan Pointe Blvd,New Hill,NC,27562,1050000,5,7.0,Wake,4073,23086,2021,15,258,65,Active,,,http://www.redfin.com/NC/New-Hill/2647-Jordan-Pointe-Blvd-27562/home/174374718,TMLS,2399950,N,Y,35.6862967,-78.9512697
MLS Listing,,Single Family Residential,356 Mineral Springs Ln,Fuquay Varina,NC,27424,395000,4,2.5,Harnett,2842,20473,2019,15,139,48,Active,,,http://www.redfin.com/NC/Fuquay-Varina/356-Mineral-Springs-Ln-27526/home/169286181,TMLS,2399948,N,Y,35.496689,-78.818449
MLS Listing,,Single Family Residential,708 Haven Peak Ln Unit DWT Lot 458,Wake Forest,NC,27587,499670,2,2.5,Franklin,2051,6534,2021,15,244,192,Active,,,http://www.redfin.com/NC/Wake-Forest/708-Haven-Peak-LN-27587/unit-DWT-Lot-458/home/175054117,TMLS,2399942,N,Y,35.9971344937584,-78.4783118809509
MLS Listing,,Single Family Residential,238 Oakhaven Dr,Holly Springs,NC,27540,434900,4,2.5,Oakhaven,2570,19602,2021,15,169,21,Active,,,http://www.redfin.com/NC/Holly-Springs/238-Oakhaven-DR-Unknown/home/175978703,TMLS,2399939,N,Y,35.5647715631728,-78.9153920281409
MLS Listing,,Condo/Co-op,489 Summerwalk Cir #489,Chapel Hill,NC,27517,260000,3,2.5,Finley Forest Condos,1417,,1989,15,183,239,Active,,,http://www.redfin.com/NC/Chapel-Hill/489-Summerwalk-Cir-27517/unit-489/home/43551016,TMLS,2399938,N,Y,35.8967423,-79.0084245
MLS Listing,,Single Family Residential,1306 Hidden Manor Dr,Knightdale,NC,27545,450000,5,4.0,Langston Ridge,3357,12196,2019,15,134,60,Pre On-Market,,,http://www.redfin.com/NC/Knightdale/1306-Hidden-Manor-Dr-27545/home/147708419,TMLS,2399935,N,Y,35.788634,-78.531506
MLS Listing,,Single Family Residential,8925 Ball Rd,Bahama,NC,27503-9686,595000,4,3.5,Durham,3305,193406,1995,15,180,,Active,,,http://www.redfin.com/NC/Bahama/8925-Ball-Rd-27503/home/43584017,TMLS,2399933,N,Y,36.1737358,-78.8899884
MLS Listing,,Single Family Residential,805 Park Ave,Sanford,NC,27330,165000,3,1.5,Davenport,1348,10890,1955,15,122,,Active,,,http://www.redfin.com/NC/Sanford/805-Park-Ave-27330/home/132266407,TMLS,2399928,N,Y,35.4761458,-79.1939787
MLS Listing,,Single Family Residential,2548 Nc 56 Hwy,Creedmoor,NC,27522,374950,3,2.5,Granville,2444,40641,2021,15,153,,Active,,,http://www.redfin.com/NC/Creedmoor/2548-N-Carolina-56-27522/home/175977912,TMLS,2399927,N,Y,36.1223595,-78.6526649
MLS Listing,,Single Family Residential,3614 Cole Mill Rd,Durham,NC,27712,325000,2,1.0,Huckleberry Heights,1209,25264,1956,15,269,,Active,,,http://www.redfin.com/NC/Durham/3614-Cole-Mill-Rd-27712/home/43571952,TMLS,2399924,N,Y,36.0504756,-78.9711678
MLS Listing,,Single Family Residential,405 Cottle Lake Dr,Coats,NC,27521,475500,4,2.5,CottleStone Estates,3216,26136,2006,15,148,,Active,,,http://www.redfin.com/NC/Coats/405-Cottle-Lake-Dr-27521/home/130501023,TMLS,2399909,N,Y,35.3970804,-78.7028216
MLS Listing,,Single Family Residential,7711 Alborz Dr,Raleigh,NC,27612,625000,4,3.5,Albright,3155,33105,2000,16,198,,Active,,,http://www.redfin.com/NC/Raleigh/7711-Alborz-Dr-27612/home/41250543,TMLS,2399899,N,Y,35.8764281,-78.7498569
MLS Listing,,Single Family Residential,2106 Oak Stream Ln,Apex,NC,27523-6227,535000,4,2.5,Walden Creek,2500,10454,2000,16,214,37,Pre On-Market,,,http://www.redfin.com/NC/Apex/2106-Oak-Stream-Ln-27523/home/41251708,TMLS,2399895,N,Y,35.7585399,-78.8832674
